ID	gene_name	Especie	KO	LFC	DE	node_type	top_pathway
NP_251718.1	moeA2	pseu	K03750	0.41639410610422445	yes	gene	Folate biosynthesis
NP_252603.1	moeA1	pseu	K03750	0.20505503640811362	yes	gene	Folate biosynthesis
YP_001085024.1	A1S_1995	aci	K03750	-0.5431737217123622	yes	gene	Folate biosynthesis
WP_004147723.1	moeA	kleb	K03750	1.168176227067705	yes	gene	Folate biosynthesis
NP_251720.1	mobA	pseu	K03752	-0.2013196999499609	yes	gene	Folate biosynthesis
YP_001085030.1	A1S_2001	aci	K03752	-0.6069195224264448	yes	gene	Folate biosynthesis
WP_004178039.1	mobA	kleb	K03752	2.6363330196214827	yes	gene	Folate biosynthesis
NP_251917.1	ppiA	pseu	K03767	0.28237412478068613	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085960.1	A1S_2955	aci	K03767	-0.053436661089756754	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_002920238.1	ppiA	kleb	K03767	2.1476196164731682	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_249069.1	PA0378	pseu	K03814	0.02328491354016471	yes	gene	Peptidoglycan biosynthesis
YP_001084023.1	A1S_0989	aci	K03814	-0.11936621241484424	yes	gene	Peptidoglycan biosynthesis
WP_025861203.1	mtgA	kleb	K03814	1.381017986192207	yes	gene	Peptidoglycan biosynthesis
NP_252390.1	lysS	pseu	K04567	-0.3591112760079511	yes	gene	Aminoacyl-tRNA biosynthesis
YP_001084032.1	lysS	aci	K04567	-0.16775255187123683	yes	gene	Aminoacyl-tRNA biosynthesis
WP_002892491.1	lysS	kleb	K04567	2.5055992793147577	yes	gene	Aminoacyl-tRNA biosynthesis
WP_002916299.1	lysS	kleb	K04567	2.5055992793147577	yes	gene	Aminoacyl-tRNA biosynthesis
NP_249457.1	mucD	pseu	K04771	0.46182454937430073	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
YP_001085544.1	A1S_2525	aci	K04771	-0.05676386345558626	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
WP_004177363.1	degP	kleb	K04771	1.3022968652028393	yes	gene	Cationic antimicrobial peptide (CAMP) resistance
NP_253388.1	mrcB	pseu	K05365	-0.06974279375973857	yes	gene	Peptidoglycan biosynthesis
