source	target	Especie	string_interaction_score
rpsS	rplB	kleb	0.999
rpsS	rplC	kleb	0.999
rpsS	rpsG	kleb	0.999
rpsS	rpsL	kleb	0.999
rpsS	rpsJ	kleb	0.999
rplB	ppiA	kleb	0.709
rplB	yfbG	kleb	0.822
rplB	rplI	kleb	0.989
rplB	rpsF	kleb	0.989
rplB	rpsR	kleb	0.991
rplB	rpsG	kleb	0.996
rplB	rpsL	kleb	0.997
rplB	rplW	kleb	0.998
rplB	rplD	kleb	0.999
rplB	rpsJ	kleb	0.999
rplB	rplC	kleb	0.999
rplW	trpS	kleb	0.409
rplW	yfbG	kleb	0.768
rplW	rpsL	kleb	0.988
rplW	rplI	kleb	0.988
rplW	rpsR	kleb	0.989
rplW	rpsF	kleb	0.99
rplW	rpsG	kleb	0.993
rplW	rpsJ	kleb	0.997
rplW	rplD	kleb	0.998
rplW	rplC	kleb	0.999
rplD	ppiA	kleb	0.44
rplD	yfbG	kleb	0.766
rplD	rpsF	kleb	0.985
rplD	rpsR	kleb	0.986
rplD	rplI	kleb	0.988
rplD	rpsG	kleb	0.995
rplD	rpsL	kleb	0.996
rplD	rpsJ	kleb	0.999
rplD	rplC	kleb	0.999
rplC	ppiA	kleb	0.713
rplC	yfbG	kleb	0.734
rplC	rpsF	kleb	0.99
rplC	rplI	kleb	0.991
rplC	rpsR	kleb	0.991
rplC	rpsG	kleb	0.994
rplC	rpsL	kleb	0.994
rplC	rpsJ	kleb	0.998
rpsJ	yfbG	kleb	0.895
rpsJ	rpsR	kleb	0.986
rpsJ	rplI	kleb	0.987
rpsJ	rpsF	kleb	0.998
rpsJ	rpsG	kleb	0.999
rpsJ	rpsL	kleb	0.999
rpsG	yfbG	kleb	0.83
rpsG	rplI	kleb	0.988
rpsG	rpsR	kleb	0.99
rpsG	rpsF	kleb	0.998
rpsG	rpsL	kleb	0.999
rpsL	ppiA	kleb	0.554
rpsL	yfbG	kleb	0.887
rpsL	rplI	kleb	0.982
rpsL	rpsR	kleb	0.99
rpsL	rpsF	kleb	0.998
yfbJ	yfbF	kleb	0.971
yfbJ	arnT	kleb	0.981
yfbJ	yfbH	kleb	0.983
yfbJ	yfbG	kleb	0.983
yfbJ	yfbJ-2	kleb	0.995
yfbJ-2	yfbF	kleb	0.961
yfbJ-2	yfbG	kleb	0.977
yfbJ-2	arnT	kleb	0.98
yfbJ-2	yfbH	kleb	0.981
arnT	yfbH	kleb	0.987
arnT	yfbG	kleb	0.992
arnT	yfbF	kleb	0.994
yfbH	yfbG	kleb	0.986
yfbH	yfbF	kleb	0.99
yfbG	rplI	kleb	0.53
yfbG	rpsF	kleb	0.78
yfbG	yfbF	kleb	0.998
rpsF	rplI	kleb	0.996
rpsF	rpsR	kleb	0.998
rpsR	rplI	kleb	0.997
glyS	rplA	kleb	0.575
glyS	glyQ	kleb	0.999
glyQ	rplA	kleb	0.404
glyQ	rplJ	kleb	0.491
rpmB	rplA	kleb	0.984
rpmB	rplJ	kleb	0.984
rpmB	rpmE	kleb	0.986
rpmB	rplL	kleb	0.987
rpmB	rpmH	kleb	0.987
rpmH	rplL	kleb	0.945
rpmH	rplJ	kleb	0.953
rpmH	rpmE	kleb	0.961
rpmH	rplA	kleb	0.977
mobA	dsbA	kleb	0.405
rpmE	rplL	kleb	0.934
rpmE	rplA	kleb	0.941
rpmE	rplJ	kleb	0.978
rplA	rplL	kleb	0.996
rplA	rplJ	kleb	0.998
rplJ	rplL	kleb	0.996
